date,temperature,humidity,wind_speed
2024-06-08,26.933333333333334,91.66666666666667,7.370833333333334
2024-06-09,26.65416666666667,93.75,6.804166666666667
2024-06-10,26.724999999999998,93.08333333333333,5.95
2024-06-11,28.241666666666664,87.95833333333333,6.7749999999999995
2024-06-12,29.958333333333332,82.625,7.133333333333333
2024-06-13,31.5125,74.66666666666667,8.15
2024-06-14,31.462500000000002,70.54166666666667,8.154166666666667
2024-06-15,30.412499999999998,79.54166666666667,7.925
2024-06-16,30.525000000000002,81.83333333333333,7.033333333333334
2024-06-17,30.983333333333334,79.75,7.8625
2024-06-18,30.71666666666667,78.79166666666667,6.6125
2024-06-19,31.3,76.91666666666667,9.200000000000001
2024-06-20,31.429166666666664,75.41666666666667,10.220833333333333
2024-06-21,31.900000000000002,74.25,13.279166666666667
2024-06-22,30.525000000000002,80.08333333333333,11.891666666666666
2024-06-23,29.104166666666668,84.16666666666667,7.904166666666668
2024-06-24,27.075,90.5,5.620833333333334
2024-06-25,26.833333333333332,90.66666666666667,7.995833333333334
2024-06-26,27.025000000000002,88.45833333333333,10.108333333333333
2024-06-27,27.370833333333334,85.41666666666667,9.816666666666666
2024-06-28,29.1125,80.95833333333333,14.854166666666666
2024-06-29,30.620833333333334,77.45833333333333,13.779166666666667
2024-06-30,31.962500000000002,70.54166666666667,13.020833333333334
2024-07-01,31.616666666666664,67.04166666666667,14.200000000000001
2024-07-02,29.883333333333336,77.16666666666667,6.866666666666667
2024-07-03,28.22083333333333,87.375,11.083333333333334
2024-07-04,28.3625,83.58333333333333,10.008333333333333
2024-07-05,28.791666666666668,80.25,11.75
2024-07-06,29.175,79.58333333333333,11.883333333333333
2024-07-07,29.46666666666667,78.66666666666667,13.595833333333333
2024-07-08,29.875,78.79166666666667,13.945833333333333
2024-07-09,30.479166666666668,77.375,13.75
2024-07-10,30.195833333333336,79.04166666666667,8.591666666666667
2024-07-11,30.34583333333333,77.75,10.704166666666666
2024-07-12,30.425,78.70833333333333,8.516666666666667
2024-07-13,30.016666666666666,80.33333333333333,10.75
2024-07-14,28.2,84.875,10.325000000000001
2024-07-15,27.462500000000002,88.04166666666667,6.2124999999999995
2024-07-16,27.52916666666667,86.875,9.216666666666667
2024-07-17,27.291666666666668,87.70833333333333,5.641666666666667
2024-07-18,27.34166666666667,88.25,11.466666666666667
2024-07-19,27.2625,88.54166666666667,8.9625
2024-07-20,28.099999999999998,86.875,7.858333333333333
2024-07-21,28.608333333333334,85.58333333333333,5.758333333333333
2024-07-22,28.2625,88.45833333333333,5.9750000000000005
2024-07-23,26.3625,93.04166666666667,15.25
2024-07-24,27.65416666666667,87.58333333333333,8.125
2024-07-25,27.9375,89.0,5.6499999999999995
2024-07-26,31.108333333333334,78.41666666666667,7.045833333333333
2024-07-27,31.808333333333334,79.58333333333333,6.8999999999999995
2024-07-28,28.254166666666666,90.20833333333333,5.8374999999999995
2024-07-29,26.7,92.375,8.116666666666667
2024-07-30,27.458333333333332,91.83333333333333,7.3
2024-07-31,27.770833333333332,85.95833333333333,12.208333333333334
2024-08-01,28.224999999999998,81.45833333333333,15.170833333333334
2024-08-02,26.295833333333334,89.66666666666667,13.966666666666667
2024-08-03,28.295833333333334,82.33333333333333,10.025
2024-08-04,28.708333333333332,82.875,6.945833333333333
2024-08-05,28.704166666666666,85.29166666666667,6.266666666666667
2024-08-06,29.145833333333332,84.70833333333333,6.304166666666667
2024-08-07,29.97083333333333,82.625,8.25
2024-08-08,30.858333333333334,79.08333333333333,11.291666666666666
