date,temperature,humidity,wind_speed,dayofyear,year
2024-06-08,26.933333333333334,91.66666666666669,7.370833333333334,160,2024
2024-06-09,26.65416666666667,93.75,6.804166666666667,161,2024
2024-06-10,26.725,93.08333333333331,5.95,162,2024
2024-06-11,28.241666666666664,87.95833333333333,6.775,163,2024
2024-06-12,29.95833333333333,82.625,7.133333333333333,164,2024
2024-06-13,31.5125,74.66666666666667,8.15,165,2024
2024-06-14,31.4625,70.54166666666667,8.154166666666667,166,2024
2024-06-15,30.4125,79.54166666666667,7.925,167,2024
2024-06-16,30.525,81.83333333333333,7.033333333333334,168,2024
2024-06-17,30.98333333333333,79.75,7.8625,169,2024
2024-06-18,30.71666666666667,78.79166666666667,6.6125,170,2024
2024-06-19,31.3,76.91666666666667,9.2,171,2024
2024-06-20,31.429166666666664,75.41666666666667,10.220833333333331,172,2024
2024-06-21,31.9,74.25,13.279166666666669,173,2024
2024-06-22,30.525,80.08333333333333,11.891666666666666,174,2024
2024-06-23,29.104166666666668,84.16666666666667,7.904166666666668,175,2024
2024-06-24,27.075,90.5,5.620833333333334,176,2024
2024-06-25,26.83333333333333,90.66666666666669,7.995833333333334,177,2024
2024-06-26,27.025,88.45833333333333,10.108333333333333,178,2024
2024-06-27,27.370833333333334,85.41666666666667,9.816666666666666,179,2024
2024-06-28,29.1125,80.95833333333333,14.854166666666666,180,2024
2024-06-29,30.620833333333334,77.45833333333333,13.779166666666669,181,2024
2024-06-30,31.9625,70.54166666666667,13.020833333333334,182,2024
2024-07-01,31.616666666666664,67.04166666666667,14.2,183,2024
2024-07-02,29.883333333333336,77.16666666666667,6.866666666666667,184,2024
2024-07-03,28.22083333333333,87.375,11.083333333333334,185,2024
2024-07-04,28.3625,83.58333333333333,10.008333333333333,186,2024
2024-07-05,28.791666666666668,80.25,11.75,187,2024
2024-07-06,29.175,79.58333333333333,11.883333333333333,188,2024
2024-07-07,29.46666666666667,78.66666666666667,13.595833333333331,189,2024
2024-07-08,29.875,78.79166666666667,13.945833333333333,190,2024
2024-07-09,30.479166666666668,77.375,13.75,191,2024
2024-07-10,30.195833333333336,79.04166666666667,8.591666666666667,192,2024
2024-07-11,30.34583333333333,77.75,10.704166666666666,193,2024
2024-07-12,30.425,78.70833333333333,8.516666666666667,194,2024
2024-07-13,30.016666666666666,80.33333333333333,10.75,195,2024
2024-07-14,28.2,84.875,10.325,196,2024
2024-07-15,27.4625,88.04166666666667,6.2125,197,2024
2024-07-16,27.52916666666667,86.875,9.216666666666669,198,2024
2024-07-17,27.291666666666668,87.70833333333333,5.641666666666667,199,2024
2024-07-18,27.34166666666667,88.25,11.466666666666669,200,2024
2024-07-19,27.2625,88.54166666666667,8.9625,201,2024
2024-07-20,28.1,86.875,7.858333333333333,202,2024
2024-07-21,28.60833333333333,85.58333333333333,5.758333333333333,203,2024
2024-07-22,28.2625,88.45833333333333,5.9750000000000005,204,2024
2024-07-23,26.3625,93.04166666666669,15.25,205,2024
2024-07-24,27.65416666666667,87.58333333333333,8.125,206,2024
2024-07-25,27.9375,89.0,5.65,207,2024
2024-07-26,31.10833333333333,78.41666666666667,7.045833333333333,208,2024
2024-07-27,31.808333333333334,79.58333333333333,6.9,209,2024
2024-07-28,28.254166666666663,90.20833333333331,5.8375,210,2024
2024-07-29,26.7,92.375,8.116666666666667,211,2024
2024-07-30,27.45833333333333,91.83333333333331,7.3,212,2024
2024-07-31,27.77083333333333,85.95833333333333,12.208333333333334,213,2024
2024-08-01,28.225,81.45833333333333,15.170833333333334,214,2024
2024-08-02,26.29583333333333,89.66666666666667,13.966666666666669,215,2024
